id,title,summary,authors,published,author_count
http://arxiv.org/abs/2405.20675v1,Adv-KD: Adversarial Knowledge Distillation for Faster Diffusion Sampling,"  Diffusion Probabilistic Models (DPMs) have emerged as a powerful class of
deep generative models, achieving remarkable performance in image synthesis
tasks. However, these models face challenges in terms of widespread adoption
due to their reliance on sequential denoising steps during sample generation.
This dependence leads to substantial computational requirements, making them
unsuitable for resource-constrained or real-time processing systems. To address
these challenges, we propose a novel method that integrates denoising phases
directly into the model's architecture, thereby reducing the need for
resource-intensive computations. Our approach combines diffusion models with
generative adversarial networks (GANs) through knowledge distillation, enabling
more efficient training and evaluation. By utilizing a pre-trained diffusion
model as a teacher model, we train a student model through adversarial
learning, employing layerwise transformations for denoising and submodules for
predicting the teacher model's output at various points in time. This
integration significantly reduces the number of parameters and denoising steps
required, leading to improved sampling speed at test time. We validate our
method with extensive experiments, demonstrating comparable performance with
reduced computational requirements compared to existing approaches. By enabling
the deployment of diffusion models on resource-constrained devices, our
research mitigates their computational burden and paves the way for wider
accessibility and practical use across the research community and end-users.
  Our code is publicly available at https://github.com/kidist-amde/Adv-KD
","['Kidist Amde Mekonnen', ""Nicola Dall'Asen"", 'Paolo Rota']",2024-05-31T08:19:44Z,3
http://arxiv.org/abs/2405.20653v1,"Enhancing Jailbreak Attack Against Large Language Models through Silent
  Tokens","  Along with the remarkable successes of Language language models, recent
research also started to explore the security threats of LLMs, including
jailbreaking attacks. Attackers carefully craft jailbreaking prompts such that
a target LLM will respond to the harmful question. Existing jailbreaking
attacks require either human experts or leveraging complicated algorithms to
craft jailbreaking prompts. In this paper, we introduce BOOST, a simple attack
that leverages only the eos tokens. We demonstrate that rather than
constructing complicated jailbreaking prompts, the attacker can simply append a
few eos tokens to the end of a harmful question. It will bypass the safety
alignment of LLMs and lead to successful jailbreaking attacks. We further apply
BOOST to four representative jailbreak methods and show that the attack success
rates of these methods can be significantly enhanced by simply adding eos
tokens to the prompt. To understand this simple but novel phenomenon, we
conduct empirical analyses. Our analysis reveals that adding eos tokens makes
the target LLM believe the input is much less harmful, and eos tokens have low
attention values and do not affect LLM's understanding of the harmful
questions, leading the model to actually respond to the questions. Our findings
uncover how fragile an LLM is against jailbreak attacks, motivating the
development of strong safety alignment approaches.
","['Jiahao Yu', 'Haozheng Luo', 'Jerry Yao-Chieh', 'Wenbo Guo', 'Han Liu', 'Xinyu Xing']",2024-05-31T07:41:03Z,6
http://arxiv.org/abs/2405.20643v1,Learning Gaze-aware Compositional GAN,"  Gaze-annotated facial data is crucial for training deep neural networks
(DNNs) for gaze estimation. However, obtaining these data is labor-intensive
and requires specialized equipment due to the challenge of accurately
annotating the gaze direction of a subject. In this work, we present a
generative framework to create annotated gaze data by leveraging the benefits
of labeled and unlabeled data sources. We propose a Gaze-aware Compositional
GAN that learns to generate annotated facial images from a limited labeled
dataset. Then we transfer this model to an unlabeled data domain to take
advantage of the diversity it provides. Experiments demonstrate our approach's
effectiveness in generating within-domain image augmentations in the ETH-XGaze
dataset and cross-domain augmentations in the CelebAMask-HQ dataset domain for
gaze estimation DNN training. We also show additional applications of our work,
which include facial image editing and gaze redirection.
","['Nerea Aranjuelo', 'Siyu Huang', 'Ignacio Arganda-Carreras', 'Luis Unzueta', 'Oihana Otaegui', 'Hanspeter Pfister', 'Donglai Wei']",2024-05-31T07:07:54Z,7
http://arxiv.org/abs/2405.20628v1,"ToxVidLLM: A Multimodal LLM-based Framework for Toxicity Detection in
  Code-Mixed Videos","  In an era of rapidly evolving internet technology, the surge in multimodal
content, including videos, has expanded the horizons of online communication.
However, the detection of toxic content in this diverse landscape, particularly
in low-resource code-mixed languages, remains a critical challenge. While
substantial research has addressed toxic content detection in textual data, the
realm of video content, especially in non-English languages, has been
relatively underexplored. This paper addresses this research gap by introducing
a benchmark dataset, the first of its kind, consisting of 931 videos with 4021
code-mixed Hindi-English utterances collected from YouTube. Each utterance
within this dataset has been meticulously annotated for toxicity, severity, and
sentiment labels. We have developed an advanced Multimodal Multitask framework
built for Toxicity detection in Video Content by leveraging Large Language
Models (LLMs), crafted for the primary objective along with the additional
tasks of conducting sentiment and severity analysis. ToxVidLLM incorporates
three key modules the Encoder module, Cross-Modal Synchronization module, and
Multitask module crafting a generic multimodal LLM customized for intricate
video classification tasks. Our experiments reveal that incorporating multiple
modalities from the videos substantially enhances the performance of toxic
content detection by achieving an Accuracy and Weighted F1 score of 94.29% and
94.35%, respectively.
","['Krishanu Maity', 'A. S. Poornash', 'Sriparna Saha', 'Pushpak Bhattacharyya']",2024-05-31T05:40:56Z,4
http://arxiv.org/abs/2405.20625v1,Robust Planning with LLM-Modulo Framework: Case Study in Travel Planning,"  As the applicability of Large Language Models (LLMs) extends beyond
traditional text processing tasks, there is a burgeoning interest in their
potential to excel in planning and reasoning assignments, realms traditionally
reserved for System 2 cognitive competencies. Despite their perceived
versatility, the research community is still unraveling effective strategies to
harness these models in such complex domains. The recent discourse introduced
by the paper on LLM Modulo marks a significant stride, proposing a conceptual
framework that enhances the integration of LLMs into diverse planning and
reasoning activities. This workshop paper delves into the practical application
of this framework within the domain of travel planning, presenting a specific
instance of its implementation. We are using the Travel Planning benchmark by
the OSU NLP group, a benchmark for evaluating the performance of LLMs in
producing valid itineraries based on user queries presented in natural
language. While popular methods of enhancing the reasoning abilities of LLMs
such as Chain of Thought, ReAct, and Reflexion achieve a meager 0%, 0.6%, and
0% with GPT3.5-Turbo respectively, our operationalization of the LLM-Modulo
framework for TravelPlanning domain provides a remarkable improvement,
enhancing baseline performances by 4.6x for GPT4-Turbo and even more for older
models like GPT3.5-Turbo from 0% to 5%. Furthermore, we highlight the other
useful roles of LLMs in the planning pipeline, as suggested in LLM-Modulo,
which can be reliably operationalized such as extraction of useful critics and
reformulator for critics.
","['Atharva Gundawar', 'Mudit Verma', 'Lin Guan', 'Karthik Valmeekam', 'Siddhant Bhambri', 'Subbarao Kambhampati']",2024-05-31T05:23:35Z,6
http://arxiv.org/abs/2405.20624v1,Leveraging Large Language Models for Entity Matching,"  Entity matching (EM) is a critical task in data integration, aiming to
identify records across different datasets that refer to the same real-world
entities. Traditional methods often rely on manually engineered features and
rule-based systems, which struggle with diverse and unstructured data. The
emergence of Large Language Models (LLMs) such as GPT-4 offers transformative
potential for EM, leveraging their advanced semantic understanding and
contextual capabilities. This vision paper explores the application of LLMs to
EM, discussing their advantages, challenges, and future research directions.
Additionally, we review related work on applying weak supervision and
unsupervised approaches to EM, highlighting how LLMs can enhance these methods.
","['Qianyu Huang', 'Tongfang Zhao']",2024-05-31T05:22:07Z,2
http://arxiv.org/abs/2405.20612v1,"UniBias: Unveiling and Mitigating LLM Bias through Internal Attention
  and FFN Manipulation","  Large language models (LLMs) have demonstrated impressive capabilities in
various tasks using the in-context learning (ICL) paradigm. However, their
effectiveness is often compromised by inherent bias, leading to prompt
brittleness, i.e., sensitivity to design settings such as example selection,
order, and prompt formatting. Previous studies have addressed LLM bias through
external adjustment of model outputs, but the internal mechanisms that lead to
such bias remain unexplored. Our work delves into these mechanisms,
particularly investigating how feedforward neural networks (FFNs) and attention
heads result in the bias of LLMs. By Interpreting the contribution of
individual FFN vectors and attention heads, we identify the biased LLM
components that skew LLMs' prediction toward specific labels. To mitigate these
biases, we introduce UniBias, an inference-only method that effectively
identifies and eliminates biased FFN vectors and attention heads. Extensive
experiments across 12 NLP datasets demonstrate that UniBias significantly
enhances ICL performance and alleviates prompt brittleness of LLMs.
","['Hanzhang Zhou', 'Zijian Feng', 'Zixiao Zhu', 'Junlang Qian', 'Kezhi Mao']",2024-05-31T03:59:15Z,5
http://arxiv.org/abs/2405.20606v1,"Vision-Language Meets the Skeleton: Progressively Distillation with
  Cross-Modal Knowledge for 3D Action Representation Learning","  Supervised and self-supervised learning are two main training paradigms for
skeleton-based human action recognition. However, the former one-hot
classification requires labor-intensive predefined action categories
annotations, while the latter involves skeleton transformations (e.g.,
cropping) in the pretext tasks that may impair the skeleton structure. To
address these challenges, we introduce a novel skeleton-based training
framework (C$^2$VL) based on Cross-modal Contrastive learning that uses the
progressive distillation to learn task-agnostic human skeleton action
representation from the Vision-Language knowledge prompts. Specifically, we
establish the vision-language action concept space through vision-language
knowledge prompts generated by pre-trained large multimodal models (LMMs),
which enrich the fine-grained details that the skeleton action space lacks.
Moreover, we propose the intra-modal self-similarity and inter-modal
cross-consistency softened targets in the cross-modal contrastive process to
progressively control and guide the degree of pulling vision-language knowledge
prompts and corresponding skeletons closer. These soft instance discrimination
and self-knowledge distillation strategies contribute to the learning of better
skeleton-based action representations from the noisy skeleton-vision-language
pairs. During the inference phase, our method requires only the skeleton data
as the input for action recognition and no longer for vision-language prompts.
Extensive experiments show that our method achieves state-of-the-art results on
NTU RGB+D 60, NTU RGB+D 120, and PKU-MMD datasets. The code will be available
in the future.
","['Yang Chen', 'Tian He', 'Junfeng Fu', 'Ling Wang', 'Jingcai Guo', 'Hong Cheng']",2024-05-31T03:40:15Z,6
http://arxiv.org/abs/2405.20605v1,Searching for internal symbols underlying deep learning,"  Deep learning (DL) enables deep neural networks (DNNs) to automatically learn
complex tasks or rules from given examples without instructions or guiding
principles. As we do not engineer DNNs' functions, it is extremely difficult to
diagnose their decisions, and multiple lines of studies proposed to explain
principles of DNNs/DL operations. Notably, one line of studies suggests that
DNNs may learn concepts, the high level features recognizable to humans. Thus,
we hypothesized that DNNs develop abstract codes, not necessarily recognizable
to humans, which can be used to augment DNNs' decision-making. To address this
hypothesis, we combined foundation segmentation models and unsupervised
learning to extract internal codes and identify potential use of abstract codes
to make DL's decision-making more reliable and safer.
","['Jung H. Lee', 'Sujith Vijayan']",2024-05-31T03:39:26Z,2
http://arxiv.org/abs/2405.20600v1,"Multi-label Class Incremental Emotion Decoding with Augmented Emotional
  Semantics Learning","  Emotion decoding plays an important role in affective human-computer
interaction. However, previous studies ignored the dynamic real-world scenario,
where human experience a blend of multiple emotions which are incrementally
integrated into the model, leading to the multi-label class incremental
learning (MLCIL) problem. Existing methods have difficulty in solving MLCIL
issue due to notorious catastrophic forgetting caused by partial label problem
and inadequate label semantics mining. In this paper, we propose an augmented
emotional semantics learning framework for multi-label class incremental
emotion decoding. Specifically, we design an augmented emotional relation graph
module with label disambiguation to handle the past-missing partial label
problem. Then, we leverage domain knowledge from affective dimension space to
alleviate future-missing partial label problem by knowledge distillation.
Besides, an emotional semantics learning module is constructed with a graph
autoencoder to obtain emotion embeddings in order to guide the
semantic-specific feature decoupling for better multi-label learning. Extensive
experiments on three datasets show the superiority of our method for improving
emotion decoding performance and mitigating forgetting on MLCIL problem.
","['Kaicheng Fu', 'Changde Du', 'Xiaoyu Chen', 'Jie Peng', 'Huiguang He']",2024-05-31T03:16:54Z,5
http://arxiv.org/abs/2405.20594v1,Deep Learning without Weight Symmetry,"  Backpropagation (BP), a foundational algorithm for training artificial neural
networks, predominates in contemporary deep learning. Although highly
successful, it is often considered biologically implausible. A significant
limitation arises from the need for precise symmetry between connections in the
backward and forward pathways to backpropagate gradient signals accurately,
which is not observed in biological brains. Researchers have proposed several
algorithms to alleviate this symmetry constraint, such as feedback alignment
and direct feedback alignment. However, their divergence from backpropagation
dynamics presents challenges, particularly in deeper networks and convolutional
layers. Here we introduce the Product Feedback Alignment (PFA) algorithm. Our
findings demonstrate that PFA closely approximates BP and achieves comparable
performance in deep convolutional networks while avoiding explicit weight
symmetry. Our results offer a novel solution to the longstanding weight
symmetry problem, leading to more biologically plausible learning in deep
convolutional networks compared to earlier methods.
","['Li Ji-An', 'Marcus K. Benna']",2024-05-31T03:11:19Z,2
http://arxiv.org/abs/2405.20585v1,"GAMedX: Generative AI-based Medical Entity Data Extractor Using Large
  Language Models","  In the rapidly evolving field of healthcare and beyond, the integration of
generative AI in Electronic Health Records (EHRs) represents a pivotal
advancement, addressing a critical gap in current information extraction
techniques. This paper introduces GAMedX, a Named Entity Recognition (NER)
approach utilizing Large Language Models (LLMs) to efficiently extract entities
from medical narratives and unstructured text generated throughout various
phases of the patient hospital visit. By addressing the significant challenge
of processing unstructured medical text, GAMedX leverages the capabilities of
generative AI and LLMs for improved data extraction. Employing a unified
approach, the methodology integrates open-source LLMs for NER, utilizing
chained prompts and Pydantic schemas for structured output to navigate the
complexities of specialized medical jargon. The findings reveal significant
ROUGE F1 score on one of the evaluation datasets with an accuracy of 98\%. This
innovation enhances entity extraction, offering a scalable, cost-effective
solution for automated forms filling from unstructured data. As a result,
GAMedX streamlines the processing of unstructured narratives, and sets a new
standard in NER applications, contributing significantly to theoretical and
practical advancements beyond the medical technology sphere.
","['Mohammed-Khalil Ghali', 'Abdelrahman Farrag', 'Hajar Sakai', 'Hicham El Baz', 'Yu Jin', 'Sarah Lam']",2024-05-31T02:53:22Z,6
http://arxiv.org/abs/2405.20584v1,"Disrupting Diffusion: Token-Level Attention Erasure Attack against
  Diffusion-based Customization","  With the development of diffusion-based customization methods like
DreamBooth, individuals now have access to train the models that can generate
their personalized images. Despite the convenience, malicious users have
misused these techniques to create fake images, thereby triggering a privacy
security crisis. In light of this, proactive adversarial attacks are proposed
to protect users against customization. The adversarial examples are trained to
distort the customization model's outputs and thus block the misuse. In this
paper, we propose DisDiff (Disrupting Diffusion), a novel adversarial attack
method to disrupt the diffusion model outputs. We first delve into the
intrinsic image-text relationships, well-known as cross-attention, and
empirically find that the subject-identifier token plays an important role in
guiding image generation. Thus, we propose the Cross-Attention Erasure module
to explicitly ""erase"" the indicated attention maps and disrupt the text
guidance. Besides,we analyze the influence of the sampling process of the
diffusion model on Projected Gradient Descent (PGD) attack and introduce a
novel Merit Sampling Scheduler to adaptively modulate the perturbation updating
amplitude in a step-aware manner. Our DisDiff outperforms the state-of-the-art
methods by 12.75% of FDFR scores and 7.25% of ISM scores across two facial
benchmarks and two commonly used prompts on average.
","['Yisu Liu', 'Jinyang An', 'Wanqian Zhang', 'Dayan Wu', 'Jingzi Gu', 'Zheng Lin', 'Weiping Wang']",2024-05-31T02:45:31Z,7
http://arxiv.org/abs/2405.20582v1,"The Point of View of a Sentiment: Towards Clinician Bias Detection in
  Psychiatric Notes","  In psychiatry, negative patient descriptions and stigmatizing language can
contribute to healthcare disparities in two ways: (1) read by patients they can
harm their trust and engagement with the medical center; (2) read by future
providers they may negatively influence the future perspective of a patient. By
leveraging large language models, this work aims to identify the sentiment
expressed in psychiatric clinical notes based on the reader's point of view.
Extracting sentences from the Mount Sinai Health System's large and diverse
clinical notes, we used prompts and in-context learning to adapt three large
language models (GPT-3.5, Llama 2, Mistral) to classify the sentiment conveyed
by the sentences according to the provider or non-provider point of view.
Results showed that GPT-3.5 aligns best to provider point of view, whereas
Mistral aligns best to non-provider point of view.
","['Alissa A. Valentine', 'Lauren A. Lepow', 'Alexander W. Charney', 'Isotta Landi']",2024-05-31T02:28:41Z,4
http://arxiv.org/abs/2405.20574v1,"Open Ko-LLM Leaderboard: Evaluating Large Language Models in Korean with
  Ko-H5 Benchmark","  This paper introduces the Open Ko-LLM Leaderboard and the Ko-H5 Benchmark as
vital tools for evaluating Large Language Models (LLMs) in Korean.
Incorporating private test sets while mirroring the English Open LLM
Leaderboard, we establish a robust evaluation framework that has been well
integrated in the Korean LLM community. We perform data leakage analysis that
shows the benefit of private test sets along with a correlation study within
the Ko-H5 benchmark and temporal analyses of the Ko-H5 score. Moreover, we
present empirical support for the need to expand beyond set benchmarks. We hope
the Open Ko-LLM Leaderboard sets precedent for expanding LLM evaluation to
foster more linguistic diversity.
","['Chanjun Park', 'Hyeonwoo Kim', 'Dahyun Kim', 'Seonghwan Cho', 'Sanghoon Kim', 'Sukyung Lee', 'Yungi Kim', 'Hwalsuk Lee']",2024-05-31T02:05:45Z,8
http://arxiv.org/abs/2405.20583v1,The Gestalt Computational Model,"  Widely employed in cognitive psychology, Gestalt theory elucidates basic
principles in visual perception, but meanwhile presents significant challenges
for computation. The advancement of artificial intelligence requires the
emulation of human cognitive behavior, for which Gestalt theory serves as a
fundamental framework describing human visual cognitive behavior. In this
paper, we utilize persistent homology, a mathematical tool in computational
topology, to develop a computational model for Gestalt theory, addressing the
challenges of quantification and computation. The Gestalt computational model
not only holds promise for applications in artificial intelligence and computer
vision, but also opens a new research direction of computational visual
perception.
","['Yu Chen', 'Hongwei Lin', 'Jiacong Yan']",2024-05-31T02:31:28Z,3
http://arxiv.org/abs/2405.21075v1,"Video-MME: The First-Ever Comprehensive Evaluation Benchmark of
  Multi-modal LLMs in Video Analysis","  In the quest for artificial general intelligence, Multi-modal Large Language
Models (MLLMs) have emerged as a focal point in recent advancements. However,
the predominant focus remains on developing their capabilities in static image
understanding. The potential of MLLMs in processing sequential visual data is
still insufficiently explored, highlighting the absence of a comprehensive,
high-quality assessment of their performance. In this paper, we introduce
Video-MME, the first-ever full-spectrum, Multi-Modal Evaluation benchmark of
MLLMs in Video analysis. Our work distinguishes from existing benchmarks
through four key features: 1) Diversity in video types, spanning 6 primary
visual domains with 30 subfields to ensure broad scenario generalizability; 2)
Duration in temporal dimension, encompassing both short-, medium-, and
long-term videos, ranging from 11 seconds to 1 hour, for robust contextual
dynamics; 3) Breadth in data modalities, integrating multi-modal inputs besides
video frames, including subtitles and audios, to unveil the all-round
capabilities of MLLMs; 4) Quality in annotations, utilizing rigorous manual
labeling by expert annotators to facilitate precise and reliable model
assessment. 900 videos with a total of 256 hours are manually selected and
annotated by repeatedly viewing all the video content, resulting in 2,700
question-answer pairs. With Video-MME, we extensively evaluate various
state-of-the-art MLLMs, including GPT-4 series and Gemini 1.5 Pro, as well as
open-source image models like InternVL-Chat-V1.5 and video models like
LLaVA-NeXT-Video. Our experiments reveal that Gemini 1.5 Pro is the
best-performing commercial model, significantly outperforming the open-source
models. Our dataset along with these findings underscores the need for further
improvements in handling longer sequences and multi-modal data. Project Page:
https://video-mme.github.io
","['Chaoyou Fu', 'Yuhan Dai', 'Yondong Luo', 'Lei Li', 'Shuhuai Ren', 'Renrui Zhang', 'Zihan Wang', 'Chenyu Zhou', 'Yunhang Shen', 'Mengdan Zhang', 'Peixian Chen', 'Yanwei Li', 'Shaohui Lin', 'Sirui Zhao', 'Ke Li', 'Tong Xu', 'Xiawu Zheng', 'Enhong Chen', 'Rongrong Ji', 'Xing Sun']",2024-05-31T17:59:47Z,20
http://arxiv.org/abs/2405.21070v1,"Generalization Beyond Data Imbalance: A Controlled Study on CLIP for
  Transferable Insights","  Severe data imbalance naturally exists among web-scale vision-language
datasets. Despite this, we find CLIP pre-trained thereupon exhibits notable
robustness to the data imbalance compared to supervised learning, and
demonstrates significant effectiveness in learning generalizable
representations. With an aim to investigate the reasons behind this finding, we
conduct controlled experiments to study various underlying factors, and reveal
that CLIP's pretext task forms a dynamic classification problem wherein only a
subset of classes is present in training. This isolates the bias from dominant
classes and implicitly balances the learning signal. Furthermore, the
robustness and discriminability of CLIP improve with more descriptive language
supervision, larger data scale, and broader open-world concepts, which are
inaccessible to supervised learning. Our study not only uncovers the mechanisms
behind CLIP's generalizability beyond data imbalance but also provides
transferable insights for the research community. The findings are validated in
both supervised and self-supervised learning, enabling models trained on
imbalanced data to achieve CLIP-level performance on diverse recognition tasks.
Code will be available at: https://github.com/CVMI-Lab/clip-beyond-tail.
","['Xin Wen', 'Bingchen Zhao', 'Yilun Chen', 'Jiangmiao Pang', 'Xiaojuan Qi']",2024-05-31T17:57:24Z,5
http://arxiv.org/abs/2405.21022v1,"You Only Scan Once: Efficient Multi-dimension Sequential Modeling with
  LightNet","  Linear attention mechanisms have gained prominence in causal language models
due to their linear computational complexity and enhanced speed. However, the
inherent decay mechanism in linear attention presents challenges when applied
to multi-dimensional sequence modeling tasks, such as image processing and
multi-modal learning. In these scenarios, the utilization of sequential
scanning to establish a global receptive field necessitates multiple scans for
multi-dimensional data, thereby leading to inefficiencies. This paper
identifies the inefficiency caused by a multiplicative linear recurrence and
proposes an efficient alternative additive linear recurrence to avoid the
issue, as it can handle multi-dimensional data within a single scan. We further
develop an efficient multi-dimensional sequential modeling framework called
LightNet based on the new recurrence. Moreover, we present two new
multi-dimensional linear relative positional encoding methods, MD-TPE and
MD-LRPE to enhance the model's ability to discern positional information in
multi-dimensional scenarios. Our empirical evaluations across various tasks,
including image classification, image generation, bidirectional language
modeling, and autoregressive language modeling, demonstrate the efficacy of
LightNet, showcasing its potential as a versatile and efficient solution for
multi-dimensional sequential modeling.
","['Zhen Qin', 'Yuxin Mao', 'Xuyang Shen', 'Dong Li', 'Jing Zhang', 'Yuchao Dai', 'Yiran Zhong']",2024-05-31T17:09:16Z,7
http://arxiv.org/abs/2405.20994v1,"CWRCzech: 100M Query-Document Czech Click Dataset and Its Application to
  Web Relevance Ranking","  We present CWRCzech, Click Web Ranking dataset for Czech, a 100M
query-document Czech click dataset for relevance ranking with user behavior
data collected from search engine logs of Seznam.cz. To the best of our
knowledge, CWRCzech is the largest click dataset with raw text published so
far. It provides document positions in the search results as well as
information about user behavior: 27.6M clicked documents and 10.8M dwell times.
In addition, we also publish a manually annotated Czech test for the relevance
task, containing nearly 50k query-document pairs, each annotated by at least 2
annotators. Finally, we analyze how the user behavior data improve relevance
ranking and show that models trained on data automatically harnessed at
sufficient scale can surpass the performance of models trained on human
annotated data. CWRCzech is published under an academic non-commercial license
and is available to the research community at
https://github.com/seznam/CWRCzech.
","['Josef Vonášek', 'Milan Straka', 'Rostislav Krč', 'Lenka Lasoňová', 'Ekaterina Egorova', 'Jana Straková', 'Jakub Náplava']",2024-05-31T16:38:54Z,7
http://arxiv.org/abs/2405.20973v1,LCQ: Low-Rank Codebook based Quantization for Large Language Models,"  Large language models~(LLMs) have recently demonstrated promising performance
in many tasks. However, the high storage and computational cost of LLMs has
become a challenge for deploying LLMs. Weight quantization has been widely used
for model compression, which can reduce both storage and computational cost.
Most existing weight quantization methods for LLMs use a rank-one codebook for
quantization, which results in substantial accuracy loss when the compression
ratio is high. In this paper, we propose a novel weight quantization method,
called low-rank codebook based quantization~(LCQ), for LLMs. LCQ adopts a
low-rank codebook, the rank of which can be larger than one, for quantization.
Experiments show that LCQ can achieve better accuracy than existing methods
with a negligibly extra storage cost.
","['Wen-Pu Cai', 'Wu-Jun Li']",2024-05-31T16:21:05Z,2
http://arxiv.org/abs/2405.20967v1,"Superlatives in Context: Explicit and Implicit Domain Restrictions for
  Superlative Frames","  Superlatives are used to single out elements with a maximal/minimal property.
Semantically, superlatives perform a set comparison: something (or some things)
has the min/max property out of a set. As such, superlatives provide an ideal
phenomenon for studying implicit phenomena and discourse restrictions. While
this comparison set is often not explicitly defined, its (implicit)
restrictions can be inferred from the discourse context the expression appears
in. In this work we provide an extensive computational study on the semantics
of superlatives. We propose a unified account of superlative semantics which
allows us to derive a broad-coverage annotation schema. Using this unified
schema we annotated a multi-domain dataset of superlatives and their semantic
interpretations. We specifically focus on interpreting implicit or ambiguous
superlative expressions, by analyzing how the discourse context restricts the
set of interpretations. In a set of experiments we then analyze how well models
perform at variations of predicting superlative semantics, with and without
context. We show that the fine-grained semantics of superlatives in context can
be challenging for contemporary models, including GPT-4.
","['Valentina Pyatkin', 'Bonnie Webber', 'Ido Dagan', 'Reut Tsarfaty']",2024-05-31T16:14:06Z,4
http://arxiv.org/abs/2405.20900v1,"Large Language Models: A New Approach for Privacy Policy Analysis at
  Scale","  The number and dynamic nature of web and mobile applications presents
significant challenges for assessing their compliance with data protection
laws. In this context, symbolic and statistical Natural Language Processing
(NLP) techniques have been employed for the automated analysis of these
systems' privacy policies. However, these techniques typically require
labor-intensive and potentially error-prone manually annotated datasets for
training and validation. This research proposes the application of Large
Language Models (LLMs) as an alternative for effectively and efficiently
extracting privacy practices from privacy policies at scale. Particularly, we
leverage well-known LLMs such as ChatGPT and Llama 2, and offer guidance on the
optimal design of prompts, parameters, and models, incorporating advanced
strategies such as few-shot learning. We further illustrate its capability to
detect detailed and varied privacy practices accurately. Using several renowned
datasets in the domain as a benchmark, our evaluation validates its exceptional
performance, achieving an F1 score exceeding 93%. Besides, it does so with
reduced costs, faster processing times, and fewer technical knowledge
requirements. Consequently, we advocate for LLM-based solutions as a sound
alternative to traditional NLP techniques for the automated analysis of privacy
policies at scale.
","['David Rodriguez', 'Ian Yang', 'Jose M. Del Alamo', 'Norman Sadeh']",2024-05-31T15:12:33Z,4
http://arxiv.org/abs/2405.20895v1,"A comparison of correspondence analysis with PMI-based word embedding
  methods","  Popular word embedding methods such as GloVe and Word2Vec are related to the
factorization of the pointwise mutual information (PMI) matrix. In this paper,
we link correspondence analysis (CA) to the factorization of the PMI matrix. CA
is a dimensionality reduction method that uses singular value decomposition
(SVD), and we show that CA is mathematically close to the weighted
factorization of the PMI matrix. In addition, we present variants of CA that
turn out to be successful in the factorization of the word-context matrix, i.e.
CA applied to a matrix where the entries undergo a square-root transformation
(ROOT-CA) and a root-root transformation (ROOTROOT-CA). An empirical comparison
among CA- and PMI-based methods shows that overall results of ROOT-CA and
ROOTROOT-CA are slightly better than those of the PMI-based methods.
","['Qianqian Qi', 'David J. Hessen', 'Peter G. M. van der Heijden']",2024-05-31T15:04:15Z,3
http://arxiv.org/abs/2405.20852v1,"Towards Spoken Language Understanding via Multi-level Multi-grained
  Contrastive Learning","  Spoken language understanding (SLU) is a core task in task-oriented dialogue
systems, which aims at understanding the user's current goal through
constructing semantic frames. SLU usually consists of two subtasks, including
intent detection and slot filling. Although there are some SLU frameworks joint
modeling the two subtasks and achieving high performance, most of them still
overlook the inherent relationships between intents and slots and fail to
achieve mutual guidance between the two subtasks. To solve the problem, we
propose a multi-level multi-grained SLU framework MMCL to apply contrastive
learning at three levels, including utterance level, slot level, and word level
to enable intent and slot to mutually guide each other. For the utterance
level, our framework implements coarse granularity contrastive learning and
fine granularity contrastive learning simultaneously. Besides, we also apply
the self-distillation method to improve the robustness of the model.
Experimental results and further analysis demonstrate that our proposed model
achieves new state-of-the-art results on two public multi-intent SLU datasets,
obtaining a 2.6 overall accuracy improvement on the MixATIS dataset compared to
previous best models.
","['Xuxin Cheng', 'Wanshi Xu', 'Zhihong Zhu', 'Hongxiang Li', 'Yuexian Zou']",2024-05-31T14:34:23Z,5
http://arxiv.org/abs/2405.20850v1,Improving Reward Models with Synthetic Critiques,"  Reward models (RM) play a critical role in aligning language models through
the process of reinforcement learning from human feedback. RMs are trained to
predict a score reflecting human preference, which requires significant time
and cost for human annotation. Additionally, RMs tend to quickly overfit on
superficial features in the training set, hindering their generalization
performance on unseen distributions. We propose a novel approach using
synthetic natural language critiques generated by large language models to
provide additional feedback, evaluating aspects such as instruction following,
correctness, and style. This offers richer signals and more robust features for
RMs to assess and score on. We demonstrate that high-quality critiques improve
the performance and data efficiency of RMs initialized from different
pretrained models. Conversely, we also show that low-quality critiques
negatively impact performance. Furthermore, incorporating critiques enhances
the interpretability and robustness of RM training.
","['Zihuiwen Ye', 'Fraser Greenlee-Scott', 'Max Bartolo', 'Phil Blunsom', 'Jon Ander Campos', 'Matthias Gallé']",2024-05-31T14:33:07Z,6
http://arxiv.org/abs/2405.20833v1,"That's Optional: A Contemporary Exploration of ""that"" Omission in
  English Subordinate Clauses","  The Uniform Information Density (UID) hypothesis posits that speakers
optimize the communicative properties of their utterances by avoiding spikes in
information, thereby maintaining a relatively uniform information profile over
time. This paper investigates the impact of UID principles on syntactic
reduction, specifically focusing on the optional omission of the connector
""that"" in English subordinate clauses. Building upon previous research, we
extend our investigation to a larger corpus of written English, utilize
contemporary large language models (LLMs) and extend the information-uniformity
principles by the notion of entropy, to estimate the UID manifestations in the
usecase of syntactic reduction choices.
",['Ella Rabinovich'],2024-05-31T14:23:30Z,1
